case_id,block_id,role,control_id,topology_profile,workload_profile,routing_type,selector,candidate_width,traffic_seed_kind,traffic_seed,flow_size_bytes,flow_count,path_delay,path_rate_ratio,interarrival_gap_ns,active_ingress_count,transport,observability,run_status,task_count,completed_task_count,mean_task_duration_us,p50_task_duration_us,p95_task_duration_us,p99_task_duration_us,aggregate_task_goodput_gbps,branch_packet_counts,branch_byte_counts,branch_total_bytes,unique_branch_ports,path_jain,path_cv,max_path_share,last_path_share,detour_share,slow_path_share,queue_max_bytes,queue_tw_mean_max_bytes,slow_path_queue_max_bytes,slow_path_queue_tw_mean_bytes,packet_records,psn_adjacent_inversions,psn_inversions_per_1000,per_flow_affinity_violations,analysis_status,analysis_note,p95_delta_vs_control_pct,goodput_delta_vs_control_pct,jain_delta_vs_control,comparison_cell,pareto
a-screen-r100-g10u-rr,adaptive-signal,treatment,a-screen-r100-g10u-hash64,micro-adaptive,adaptive-screen,PER_PACKET_SHORTEST_PATHS,ROUND_ROBIN,3,none,0,262144,16,20ns,1.0,10000,0,RTP,detailed,success,16,16,2.204845,2.204782,2.205782,2.205782,220.455833,"{""1"": 342, ""2"": 340, ""3"": 342}","{""1"": 1427508, ""2"": 1419160, ""3"": 1427508}",4274176,3,0.999992,0.002762,0.333984,0.333984,0.666016,0.333984,8348,1398.368835,8348,1365.492306,1088,80,73.529412,16,matched,Round-robin path spreading was checked directly.,-28.095007,0.401546,0.00254,screen|r1.0|g10000,True
a-screen-r50-g0-adaptive,adaptive-signal,treatment,a-screen-r50-g0-hash64,micro-adaptive,adaptive-screen,PER_PACKET_SHORTEST_PATHS,ADAPTIVE,3,none,0,262144,16,20ns,0.5,0,0,RTP,detailed,success,16,16,34.044445,33.834514,38.511874,38.511874,871.274974,"{""1"": 228, ""2"": 398, ""3"": 398}","{""1"": 951672, ""2"": 1661252, ""3"": 1661252}",4274176,3,0.947757,0.234782,0.388672,0.388672,0.777344,0.222656,242278,121365.074362,242278,119243.67482,1088,229,210.477941,16,matched,Adaptive reduced slow-path share and p95 duration versus hash.,-28.032835,38.952257,-0.049695,screen|r0.5|g0,True
a-screen-r50-g10u-adaptive,adaptive-signal,treatment,a-screen-r50-g10u-hash64,micro-adaptive,adaptive-screen,PER_PACKET_SHORTEST_PATHS,ADAPTIVE,3,none,0,262144,16,20ns,0.5,10000,0,RTP,detailed,success,16,16,2.907234,2.907234,2.907234,2.907234,219.443064,"{""1"": 240, ""2"": 400, ""3"": 384}","{""1"": 1001760, ""2"": 1669600, ""3"": 1602816}",4274176,3,0.957457,0.210793,0.390625,0.375,0.765625,0.234375,20870,2934.796113,16758,2934.796113,1088,368,338.235294,16,partially_matched,Sparse adaptive traffic is evaluated for empty-queue tie concentration.,-42.717242,0.342292,-0.039996,screen|r0.5|g10000,True
a-screen-r25-g0-adaptive,adaptive-signal,treatment,a-screen-r25-g0-hash64,micro-adaptive,adaptive-screen,PER_PACKET_SHORTEST_PATHS,ADAPTIVE,3,none,0,262144,16,20ns,0.25,0,0,RTP,detailed,success,16,16,49.942977,49.676874,54.685674,54.685674,613.587244,"{""1"": 162, ""2"": 432, ""3"": 430}","{""1"": 676188, ""2"": 1803168, ""3"": 1794820}",4274176,3,0.878717,0.371515,0.421875,0.419922,0.841797,0.158203,300714,174753.038807,300714,167143.577984,1088,211,193.933824,16,matched,Adaptive reduced slow-path share and p95 duration versus hash.,-48.649581,94.740378,-0.118736,screen|r0.25|g0,True
a-screen-r25-g10u-adaptive,adaptive-signal,treatment,a-screen-r25-g10u-hash64,micro-adaptive,adaptive-screen,PER_PACKET_SHORTEST_PATHS,ADAPTIVE,3,none,0,262144,16,20ns,0.25,10000,0,RTP,detailed,success,16,16,4.582794,4.582794,4.582794,4.582794,217.064468,"{""1"": 192, ""2"": 432, ""3"": 400}","{""1"": 801408, ""2"": 1803168, ""3"": 1669600}",4274176,3,0.911437,0.311718,0.421875,0.390625,0.8125,0.1875,25044,6363.446183,25044,6363.446183,1088,352,323.529412,16,partially_matched,Sparse adaptive traffic is evaluated for empty-queue tie concentration.,-53.828144,1.305182,-0.086015,screen|r0.25|g10000,True
a-confirm-s11-adaptive,adaptive-signal,treatment,a-confirm-s11-hash64,micro-adaptive,adaptive-confirm,PER_PACKET_SHORTEST_PATHS,ADAPTIVE,3,arrival_seed,11,262144,16,20ns,0.5,0,0,RTP,detailed,success,16,16,32.509567,33.499514,37.754874,37.754874,871.274974,"{""1"": 228, ""2"": 398, ""3"": 398}","{""1"": 951672, ""2"": 1661252, ""3"": 1661252}",4274176,3,0.947757,0.234782,0.388672,0.388672,0.777344,0.222656,242278,121365.074362,242278,119243.67482,1088,234,215.073529,16,matched,Adaptive reduced slow-path share and p95 duration versus hash.,-28.435079,38.952257,-0.049695,confirm|s11,True
a-confirm-s29-adaptive,adaptive-signal,treatment,a-confirm-s29-hash64,micro-adaptive,adaptive-confirm,PER_PACKET_SHORTEST_PATHS,ADAPTIVE,3,arrival_seed,29,262144,16,20ns,0.5,0,0,RTP,detailed,success,16,16,32.497317,33.451514,37.533874,37.533874,871.274974,"{""1"": 228, ""2"": 398, ""3"": 398}","{""1"": 951672, ""2"": 1661252, ""3"": 1661252}",4274176,3,0.947757,0.234782,0.388672,0.388672,0.777344,0.222656,242278,121365.074362,242278,119243.67482,1088,234,215.073529,16,matched,Adaptive reduced slow-path share and p95 duration versus hash.,-28.554697,38.952257,-0.049695,confirm|s29,True
a-confirm-s47-adaptive,adaptive-signal,treatment,a-confirm-s47-hash64,micro-adaptive,adaptive-confirm,PER_PACKET_SHORTEST_PATHS,ADAPTIVE,3,arrival_seed,47,262144,16,20ns,0.5,0,0,RTP,detailed,success,16,16,32.530067,33.447514,37.738874,37.738874,871.274974,"{""1"": 228, ""2"": 398, ""3"": 398}","{""1"": 951672, ""2"": 1661252, ""3"": 1661252}",4274176,3,0.947757,0.234782,0.388672,0.388672,0.777344,0.222656,242278,121365.074362,242278,119243.67482,1088,234,215.073529,16,matched,Adaptive reduced slow-path share and p95 duration versus hash.,-28.443706,38.952257,-0.049695,confirm|s47,True
i-n1-s11-hash64,ingress-entropy,control,i-n1-s11-hash64,clos-ingress,ingress-entropy,PER_FLOW_SHORTEST_PATHS,HASH64,8,pairing_seed,11,262144,64,20ns,1.0,0,1,RTP,balanced,success,64,64,374.572427,399.5599,457.35782,473.3959,283.521104,"{""8"": 0, ""9"": 1344, ""10"": 960, ""11"": 1344, ""12"": 0, ""13"": 0, ""14"": 0, ""15"": 448}","{""8"": 0, ""9"": 5609856, ""10"": 4007040, ""11"": 5609856, ""12"": 0, ""13"": 0, ""14"": 0, ""15"": 1869952}",17096704,4,0.442907,1.121522,0.328125,0.109375,1.0,0.0,889620,667247.116331,0,0.0,,,,,matched,Hash control completed with path evidence.,0.0,0.0,0.0,n1|s11,True
i-n1-s29-hash64,ingress-entropy,control,i-n1-s29-hash64,clos-ingress,ingress-entropy,PER_FLOW_SHORTEST_PATHS,HASH64,8,pairing_seed,29,262144,64,20ns,1.0,0,1,RTP,balanced,success,64,64,396.487161,386.64926,518.1759,534.20902,251.245717,"{""8"": 0, ""9"": 832, ""10"": 832, ""11"": 1536, ""12"": 0, ""13"": 0, ""14"": 0, ""15"": 896}","{""8"": 0, ""9"": 3472768, ""10"": 3472768, ""11"": 6411264, ""12"": 0, ""13"": 0, ""14"": 0, ""15"": 3739904}",17096704,4,0.461261,1.080726,0.375,0.21875,1.0,0.0,931608,699118.928752,0,0.0,,,,,matched,Hash control completed with path evidence.,0.0,0.0,0.0,n1|s29,True
i-n1-s47-hash64,ingress-entropy,control,i-n1-s47-hash64,clos-ingress,ingress-entropy,PER_FLOW_SHORTEST_PATHS,HASH64,8,pairing_seed,47,262144,64,20ns,1.0,0,1,RTP,balanced,success,64,64,339.783791,343.28842,433.8601,449.9081,298.322542,"{""8"": 0, ""9"": 960, ""10"": 1216, ""11"": 1344, ""12"": 0, ""13"": 0, ""14"": 0, ""15"": 576}","{""8"": 0, ""9"": 4007040, ""10"": 5075584, ""11"": 5609856, ""12"": 0, ""13"": 0, ""14"": 0, ""15"": 2404224}",17096704,4,0.462094,1.078917,0.328125,0.140625,1.0,0.0,902328,664111.969607,0,0.0,,,,,matched,Hash control completed with path evidence.,0.0,0.0,0.0,n1|s47,True
i-n2-s11-hash64,ingress-entropy,control,i-n2-s11-hash64,clos-ingress,ingress-entropy,PER_FLOW_SHORTEST_PATHS,HASH64,8,pairing_seed,11,262144,64,20ns,1.0,0,2,RTP,balanced,success,64,64,226.093016,214.81186,348.22366,364.26174,368.465071,"{""8"": 384, ""9"": 960, ""10"": 448, ""11"": 704, ""12"": 64, ""13"": 128, ""14"": 320, ""15"": 1088}","{""8"": 1602816, ""9"": 4007040, ""10"": 1869952, ""11"": 2938496, ""12"": 267136, ""13"": 534272, ""14"": 1335680, ""15"": 4541312}",17096704,8,0.682667,0.681795,0.265625,0.265625,0.90625,0.09375,981572,647223.990262,96064,14314.632665,,,,,matched,Hash control completed with path evidence.,0.0,0.0,0.0,n2|s11,True
i-n2-s29-hash64,ingress-entropy,control,i-n2-s29-hash64,clos-ingress,ingress-entropy,PER_FLOW_SHORTEST_PATHS,HASH64,8,pairing_seed,29,262144,64,20ns,1.0,0,2,RTP,balanced,success,64,64,240.310759,225.3353,373.9793,385.67642,348.006051,"{""8"": 128, ""9"": 832, ""10"": 512, ""11"": 640, ""12"": 256, ""13"": 192, ""14"": 384, ""15"": 1152}","{""8"": 534272, ""9"": 3472768, ""10"": 2137088, ""11"": 2671360, ""12"": 1068544, ""13"": 801408, ""14"": 1602816, ""15"": 4808448}",17096704,8,0.709141,0.640434,0.28125,0.28125,0.96875,0.03125,1553472,702945.978162,8348,7576.410571,,,,,matched,Hash control completed with path evidence.,0.0,0.0,0.0,n2|s29,True
i-n2-s29-stripe,ingress-entropy,treatment,i-n2-s29-hash64,clos-ingress,ingress-entropy,PER_FLOW_SHORTEST_PATHS,INGRESS_PORT_STRIPE,8,pairing_seed,29,262144,64,20ns,1.0,0,2,RTP,balanced,success,64,64,555.043799,572.1435,679.76494,685.12254,195.903244,"{""8"": 2048, ""9"": 2048, ""10"": 0, ""11"": 0, ""12"": 0, ""13"": 0, ""14"": 0, ""15"": 0}","{""8"": 8548352, ""9"": 8548352, ""10"": 0, ""11"": 0, ""12"": 0, ""13"": 0, ""14"": 0, ""15"": 0}",17096704,2,0.25,1.732051,0.5,0.0,0.5,0.5,981944,852614.049035,981944,852500.891839,,,,,matched,Stripe path cardinality is bounded by active ingress cardinality.,81.765392,-43.706943,-0.459141,n2|s29,True
i-n2-s47-hash64,ingress-entropy,control,i-n2-s47-hash64,clos-ingress,ingress-entropy,PER_FLOW_SHORTEST_PATHS,HASH64,8,pairing_seed,47,262144,64,20ns,1.0,0,2,RTP,balanced,success,64,64,238.87732,241.51158,326.94122,342.9793,391.328946,"{""8"": 256, ""9"": 960, ""10"": 640, ""11"": 640, ""12"": 64, ""13"": 320, ""14"": 192, ""15"": 1024}","{""8"": 1068544, ""9"": 4007040, ""10"": 2671360, ""11"": 2671360, ""12"": 267136, ""13"": 1335680, ""14"": 801408, ""15"": 4274176}",17096704,8,0.699454,0.655506,0.25,0.25,0.9375,0.0625,1278236,799592.811932,8348,7643.022727,,,,,matched,Hash control completed with path evidence.,0.0,0.0,0.0,n2|s47,True
i-n2-s47-stripe,ingress-entropy,treatment,i-n2-s47-hash64,clos-ingress,ingress-entropy,PER_FLOW_SHORTEST_PATHS,INGRESS_PORT_STRIPE,8,pairing_seed,47,262144,64,20ns,1.0,0,2,RTP,balanced,success,64,64,557.695439,573.81806,679.76494,685.12254,195.903244,"{""8"": 2048, ""9"": 2048, ""10"": 0, ""11"": 0, ""12"": 0, ""13"": 0, ""14"": 0, ""15"": 0}","{""8"": 8548352, ""9"": 8548352, ""10"": 0, ""11"": 0, ""12"": 0, ""13"": 0, ""14"": 0, ""15"": 0}",17096704,2,0.25,1.732051,0.5,0.0,0.5,0.5,985994,852645.410471,985994,852645.410471,,,,,matched,Stripe path cardinality is bounded by active ingress cardinality.,107.916561,-49.938985,-0.449454,n2|s47,True
i-n4-s11-hash64,ingress-entropy,control,i-n4-s11-hash64,clos-ingress,ingress-entropy,PER_FLOW_SHORTEST_PATHS,HASH64,8,pairing_seed,11,262144,64,20ns,1.0,0,4,RTP,balanced,success,64,64,181.1185,171.77502,294.7667,300.24662,447.024942,"{""8"": 640, ""9"": 896, ""10"": 896, ""11"": 384, ""12"": 64, ""13"": 512, ""14"": 320, ""15"": 384}","{""8"": 2671360, ""9"": 3739904, ""10"": 3739904, ""11"": 1602816, ""12"": 267136, ""13"": 2137088, ""14"": 1335680, ""15"": 1602816}",17096704,8,0.782875,0.526634,0.21875,0.09375,0.84375,0.15625,1386388,852770.071733,960454,500793.34231,,,,,matched,Hash control completed with path evidence.,0.0,0.0,0.0,n4|s11,True
i-n4-s11-stripe,ingress-entropy,treatment,i-n4-s11-hash64,clos-ingress,ingress-entropy,PER_FLOW_SHORTEST_PATHS,INGRESS_PORT_STRIPE,8,pairing_seed,11,262144,64,20ns,1.0,0,4,RTP,balanced,success,64,64,267.225144,288.0387,342.8611,342.87226,391.451114,"{""8"": 1024, ""9"": 1024, ""10"": 1024, ""11"": 1024, ""12"": 0, ""13"": 0, ""14"": 0, ""15"": 0}","{""8"": 4274176, ""9"": 4274176, ""10"": 4274176, ""11"": 4274176, ""12"": 0, ""13"": 0, ""14"": 0, ""15"": 0}",17096704,4,0.5,1.0,0.25,0.0,0.75,0.25,982068,786243.505995,981882,786092.633378,,,,,matched,Stripe path cardinality is bounded by active ingress cardinality.,16.31609,-12.43193,-0.282875,n4|s11,True
i-n4-s29-hash64,ingress-entropy,control,i-n4-s29-hash64,clos-ingress,ingress-entropy,PER_FLOW_SHORTEST_PATHS,HASH64,8,pairing_seed,29,262144,64,20ns,1.0,0,4,RTP,balanced,success,64,64,174.130401,171.93206,326.82302,342.87102,391.452529,"{""8"": 576, ""9"": 1024, ""10"": 448, ""11"": 640, ""12"": 128, ""13"": 448, ""14"": 320, ""15"": 512}","{""8"": 2404224, ""9"": 4274176, ""10"": 1869952, ""11"": 2671360, ""12"": 534272, ""13"": 1869952, ""14"": 1335680, ""15"": 2137088}",17096704,8,0.815287,0.475986,0.25,0.125,0.859375,0.140625,2188168,1209013.259256,676808,438006.170261,,,,,matched,Hash control completed with path evidence.,0.0,0.0,0.0,n4|s29,True
i-n4-s29-stripe,ingress-entropy,treatment,i-n4-s29-hash64,clos-ingress,ingress-entropy,PER_FLOW_SHORTEST_PATHS,INGRESS_PORT_STRIPE,8,pairing_seed,29,262144,64,20ns,1.0,0,4,RTP,balanced,success,64,64,271.078355,286.3691,342.85614,342.94086,391.37281,"{""8"": 1024, ""9"": 1024, ""10"": 1024, ""11"": 1024, ""12"": 0, ""13"": 0, ""14"": 0, ""15"": 0}","{""8"": 4274176, ""9"": 4274176, ""10"": 4274176, ""11"": 4274176, ""12"": 0, ""13"": 0, ""14"": 0, ""15"": 0}",17096704,4,0.5,1.0,0.25,0.0,0.75,0.25,982068,786139.496899,981882,785817.644261,,,,,matched,Stripe path cardinality is bounded by active ingress cardinality.,4.90575,-0.020365,-0.315287,n4|s29,True
i-n4-s47-hash64,ingress-entropy,control,i-n4-s47-hash64,clos-ingress,ingress-entropy,PER_FLOW_SHORTEST_PATHS,HASH64,8,pairing_seed,47,262144,64,20ns,1.0,0,4,RTP,balanced,success,64,64,162.06727,149.39742,252.03402,257.49494,521.244138,"{""8"": 576, ""9"": 768, ""10"": 704, ""11"": 448, ""12"": 256, ""13"": 768, ""14"": 192, ""15"": 384}","{""8"": 2404224, ""9"": 3205632, ""10"": 2938496, ""11"": 1869952, ""12"": 1068544, ""13"": 3205632, ""14"": 801408, ""15"": 1602816}",17096704,8,0.853333,0.414578,0.1875,0.09375,0.859375,0.140625,1424140,930279.486306,768450,369655.435967,,,,,matched,Hash control completed with path evidence.,0.0,0.0,0.0,n4|s47,True
i-n4-s47-stripe,ingress-entropy,treatment,i-n4-s47-hash64,clos-ingress,ingress-entropy,PER_FLOW_SHORTEST_PATHS,INGRESS_PORT_STRIPE,8,pairing_seed,47,262144,64,20ns,1.0,0,4,RTP,balanced,success,64,64,278.784914,280.03454,342.85614,342.87102,391.452529,"{""8"": 1024, ""9"": 1024, ""10"": 1024, ""11"": 1024, ""12"": 0, ""13"": 0, ""14"": 0, ""15"": 0}","{""8"": 4274176, ""9"": 4274176, ""10"": 4274176, ""11"": 4274176, ""12"": 0, ""13"": 0, ""14"": 0, ""15"": 0}",17096704,4,0.5,1.0,0.25,0.0,0.75,0.25,982068,786247.386198,982068,786086.729683,,,,,matched,Stripe path cardinality is bounded by active ingress cardinality.,36.035659,-24.900349,-0.353333,n4|s47,True
i-n8-s11-stripe,ingress-entropy,treatment,i-n8-s11-hash64,clos-ingress,ingress-entropy,PER_FLOW_SHORTEST_PATHS,INGRESS_PORT_STRIPE,8,pairing_seed,11,262144,64,20ns,1.0,0,8,RTP,balanced,success,64,64,143.208562,138.4607,171.79898,171.80394,781.226135,"{""8"": 512, ""9"": 512, ""10"": 512, ""11"": 512, ""12"": 512, ""13"": 512, ""14"": 512, ""15"": 512}","{""8"": 2137088, ""9"": 2137088, ""10"": 2137088, ""11"": 2137088, ""12"": 2137088, ""13"": 2137088, ""14"": 2137088, ""15"": 2137088}",17096704,8,1.0,0.0,0.125,0.125,0.875,0.125,981634,655075.859076,981634,654364.431997,,,,,matched,Stripe path cardinality is bounded by active ingress cardinality.,-31.821814,49.788684,0.135135,n8|s11,True
i-n8-s29-stripe,ingress-entropy,treatment,i-n8-s29-hash64,clos-ingress,ingress-entropy,PER_FLOW_SHORTEST_PATHS,INGRESS_PORT_STRIPE,8,pairing_seed,29,262144,64,20ns,1.0,0,8,RTP,balanced,success,64,64,146.079899,150.66862,171.79898,171.81386,781.181029,"{""8"": 512, ""9"": 512, ""10"": 512, ""11"": 512, ""12"": 512, ""13"": 512, ""14"": 512, ""15"": 512}","{""8"": 2137088, ""9"": 2137088, ""10"": 2137088, ""11"": 2137088, ""12"": 2137088, ""13"": 2137088, ""14"": 2137088, ""15"": 2137088}",17096704,8,1.0,0.0,0.125,0.125,0.875,0.125,981634,655062.949829,981634,655044.190767,,,,,matched,Stripe path cardinality is bounded by active ingress cardinality.,-42.761014,87.161117,0.146667,n8|s29,True
i-n8-s47-stripe,ingress-entropy,treatment,i-n8-s47-hash64,clos-ingress,ingress-entropy,PER_FLOW_SHORTEST_PATHS,INGRESS_PORT_STRIPE,8,pairing_seed,47,262144,64,20ns,1.0,0,8,RTP,balanced,success,64,64,148.316224,150.41818,171.73038,171.8151,781.175391,"{""8"": 512, ""9"": 512, ""10"": 512, ""11"": 512, ""12"": 512, ""13"": 512, ""14"": 512, ""15"": 512}","{""8"": 2137088, ""9"": 2137088, ""10"": 2137088, ""11"": 2137088, ""12"": 2137088, ""13"": 2137088, ""14"": 2137088, ""15"": 2137088}",17096704,8,1.0,0.0,0.125,0.125,0.875,0.125,981758,655069.488279,981510,654101.53789,,,,,matched,Stripe path cardinality is bounded by active ingress cardinality.,-35.85765,62.239861,0.104895,n8|s47,True
p-neutral-long-flow-all,path-scope-region,treatment,p-neutral-long-flow-short,micro-scope-neutral,single-long,PER_FLOW_ALL_PATHS,HASH64,3,none,0,8388608,1,20ns,1.0,0,0,RTP,detailed,success,1,1,171.278594,171.278594,171.278594,171.278594,391.811157,"{""1"": 0, ""2"": 2048, ""3"": 0}","{""1"": 0, ""2"": 8548352, ""3"": 0}",8548352,1,0.333333,1.414214,1.0,0.0,1.0,0.0,968368,840007.71144,124,123.94235,2176,0,0.0,0,matched,A single per-flow hash may choose any one candidate from the all-path set.,-0.082464,0.082532,0.0,micro-scope-neutral|single-long,True
p-neutral-long-packet-all,path-scope-region,treatment,p-neutral-long-packet-short,micro-scope-neutral,single-long,PER_PACKET_ALL_PATHS,HASH64,3,none,0,8388608,1,20ns,1.0,0,0,RTP,detailed,success,1,1,59.980204,59.980204,59.980204,59.980204,1118.850213,"{""1"": 678, ""2"": 682, ""3"": 688}","{""1"": 2829972, ""2"": 2846668, ""3"": 2871712}",8548352,3,0.999964,0.00602,0.335938,0.335938,0.668945,0.331055,133816,65705.036938,133816,65705.036938,2176,1025,471.047794,1,matched,All-path treatment was checked for actual detour use.,-65.009789,185.794216,0.66663,micro-scope-neutral|single-long,True
p-neutral-many-flow-all,path-scope-region,treatment,p-neutral-many-flow-short,micro-scope-neutral,many-medium,PER_FLOW_ALL_PATHS,HASH64,3,none,0,262144,32,20ns,1.0,0,0,RTP,detailed,success,32,32,150.575585,149.907714,169.942914,171.278594,391.811157,"{""1"": 0, ""2"": 2048, ""3"": 0}","{""1"": 0, ""2"": 8548352, ""3"": 0}",8548352,1,0.333333,1.414214,1.0,0.0,1.0,0.0,968368,840007.71144,124,123.94235,2176,0,0.0,0,matched,All-path treatment was checked for actual detour use.,-0.081655,0.082532,0.0,micro-scope-neutral|many-medium,True
p-neutral-many-packet-all,path-scope-region,treatment,p-neutral-many-packet-short,micro-scope-neutral,many-medium,PER_PACKET_ALL_PATHS,HASH64,3,none,0,262144,32,20ns,1.0,0,0,RTP,detailed,success,32,32,52.870925,52.672466,59.561564,59.980204,1118.850213,"{""1"": 678, ""2"": 682, ""3"": 688}","{""1"": 2829972, ""2"": 2846668, ""3"": 2871712}",8548352,3,0.999964,0.00602,0.335938,0.335938,0.668945,0.331055,133816,65705.036938,133816,65705.036938,2176,415,190.716912,32,matched,All-path treatment was checked for actual detour use.,-64.980635,185.794216,0.66663,micro-scope-neutral|many-medium,True
p-capacity-long-flow-all,path-scope-region,treatment,p-capacity-long-flow-short,micro-scope-capacity,single-long,PER_FLOW_ALL_PATHS,HASH64,3,none,0,8388608,1,20ns,1.0,0,0,RTP,detailed,success,1,1,171.279388,171.279388,171.279388,171.279388,391.80934,"{""1"": 0, ""2"": 2048, ""3"": 0}","{""1"": 0, ""2"": 8548352, ""3"": 0}",8548352,1,0.333333,1.414214,1.0,0.0,1.0,0.0,968368,839978.170211,124,123.944045,2176,0,0.0,0,matched,A single per-flow hash may choose any one candidate from the all-path set.,-74.996051,299.93683,0.0,micro-scope-capacity|single-long,True
p-capacity-many-flow-all,path-scope-region,treatment,p-capacity-many-flow-short,micro-scope-capacity,many-medium,PER_FLOW_ALL_PATHS,HASH64,3,none,0,262144,32,20ns,1.0,0,0,RTP,detailed,success,32,32,150.576379,149.908508,169.943708,171.279388,391.80934,"{""1"": 0, ""2"": 2048, ""3"": 0}","{""1"": 0, ""2"": 8548352, ""3"": 0}",8548352,1,0.333333,1.414214,1.0,0.0,1.0,0.0,968368,839978.170211,124,123.944045,2176,0,0.0,0,matched,All-path treatment was checked for actual detour use.,-74.995655,299.93683,0.0,micro-scope-capacity|many-medium,True
p-latency-long-flow-short,path-scope-region,control,p-latency-long-flow-short,micro-scope-latency,single-long,PER_FLOW_SHORTEST_PATHS,HASH64,3,none,0,8388608,1,20ns,1.0,0,0,RTP,detailed,success,1,1,171.419954,171.419954,171.419954,171.419954,391.488053,"{""1"": 2048, ""2"": 0, ""3"": 0}","{""1"": 8548352, ""2"": 0, ""3"": 0}",8548352,1,0.333333,1.414214,1.0,0.0,0.0,1.0,969298,836938.794313,969298,836938.794313,2176,0,0.0,0,matched,Shortest-only route scope was checked from branch-port bytes.,0.0,0.0,0.0,micro-scope-latency|single-long,True
p-latency-long-packet-short,path-scope-region,control,p-latency-long-packet-short,micro-scope-latency,single-long,PER_PACKET_SHORTEST_PATHS,HASH64,3,none,0,8388608,1,20ns,1.0,0,0,RTP,detailed,success,1,1,171.419954,171.419954,171.419954,171.419954,391.488053,"{""1"": 2048, ""2"": 0, ""3"": 0}","{""1"": 8548352, ""2"": 0, ""3"": 0}",8548352,1,0.333333,1.414214,1.0,0.0,0.0,1.0,969298,836938.794313,969298,836938.794313,2176,0,0.0,0,matched,Shortest-only route scope was checked from branch-port bytes.,0.0,0.0,0.0,micro-scope-latency|single-long,True
p-latency-many-flow-short,path-scope-region,control,p-latency-many-flow-short,micro-scope-latency,many-medium,PER_FLOW_SHORTEST_PATHS,HASH64,3,none,0,262144,32,20ns,1.0,0,0,RTP,detailed,success,32,32,150.697253,150.029234,170.081794,171.419954,391.488053,"{""1"": 2048, ""2"": 0, ""3"": 0}","{""1"": 8548352, ""2"": 0, ""3"": 0}",8548352,1,0.333333,1.414214,1.0,0.0,0.0,1.0,969298,836938.794313,969298,836938.794313,2176,0,0.0,0,matched,Shortest-only route scope was checked from branch-port bytes.,0.0,0.0,0.0,micro-scope-latency|many-medium,True
p-latency-many-packet-short,path-scope-region,control,p-latency-many-packet-short,micro-scope-latency,many-medium,PER_PACKET_SHORTEST_PATHS,HASH64,3,none,0,262144,32,20ns,1.0,0,0,RTP,detailed,success,32,32,150.697253,150.029234,170.081794,171.419954,391.488053,"{""1"": 2048, ""2"": 0, ""3"": 0}","{""1"": 8548352, ""2"": 0, ""3"": 0}",8548352,1,0.333333,1.414214,1.0,0.0,0.0,1.0,969298,836938.794313,969298,836938.794313,2176,0,0.0,0,matched,Shortest-only route scope was checked from branch-port bytes.,0.0,0.0,0.0,micro-scope-latency|many-medium,True
